RaceNumber,FirstName,LastName,Position,Points
775,Георги,ВЪЛЕВ,1,25
728,Никола,ТЕРЗИЕВ,2,22
235,Даниел,ВАСИЛЕВ,3,20
665,Иван,ИВАНОВ,4,18
913,Мирослав,КЕРАНДЖИЕВ,5,16
282,Александър,ПИРИШАНЧИН,6,15
143,Мехмед,ЛАПАНД,7,14
71,Алекс,АТАНАСОВ,8,13
155,Петър,КРАЧУНОВ,9,12
521,Адриан,ЦЕКОВ,10,11
366,Теодор,СТОИЧКОВ,11,10
