RaceNumber,FirstName,LastName,Position,Points
292,Светослав,ХРИСТОВ,1,25
78,Мирослав,ДИМИТРОВ,2,22
83,Лъчезар,ВУНЧЕВ,3,20
64,Радослав,ТРАЯНОВ,4,18
411,Калоян,ТОТЕВ,5,16
79,Павел,ИВАНОВ,6,15
169,Илиян,КРЪСТЕВ,7,14
666,Цветан,ДЕНЕВ,8,13
305,Данаил,КОСТАДИНОВ,9,12
51,Марио,ЗАРОВ,10,11
123,Димитър,ЧУКУРОВ,11,10
916,Росен,ЖЕЛЯЗКОВ,12,9
765,Максим,ИВАНОВ,13,8
389,Костадин,ХРИСТОВ,14,7
911,Тодор,КОЧЕШЕВ,15,6
