RaceNumber,FirstName,LastName,Position,Points
30,Илиян,КУЗМАНОВ,1,25
125,Десислав,ЦЕКОВ,2,22
411,Калоян,ТОТЕВ,3,20
292,Светослав,ХРИСТОВ,4,18
78,Мирослав,ДИМИТРОВ,5,16
64,Радослав,ТРАЯНОВ,6,15
666,Цветан,ДЕНЕВ,7,14
83,Лъчезар,ВУНЧЕВ,8,13
51,Марио,ЗАРОВ,9,12
916,Росен,ЖЕЛЯЗКОВ,10,11
67,Александър,ВЕСКОВ,11,10
31,Христо,МИХОВ,12,9
