RaceNumber,FirstName,LastName,Position,Points
225,Иван,СПАСОВ,1,
70,Стоян,ПАЧАРОЗОВ,2,
129,Георги,КЪНЧЕВ,3,
135,Пламен,ТЕНЕВ,4,
574,Михаил,Кръшняк,5,
855,Руси,ТЕНЕВ,6,
126,Иван,Иванов,7,
