RaceNumber,FirstName,LastName,Position,Points
775,Георги,ВЪЛЕВ,1,25
913,Мирослав,КЕРАНДЖИЕВ,2,22
235,Даниел,ВАСИЛЕВ,3,20
282,Александър,ПИРИШАНЧИН,4,18
735,Радослав,ЗЛАТАНОВ,5,16
355,Митко,ДИМИТРОВ,6,15
