RaceNumber,FirstName,LastName,Position,Points
775,Георги,ВЪЛЕВ,1,25
728,Никола,ТЕРЗИЕВ,2,22
235,Даниел,ВАСИЛЕВ,3,20
282,Александър,ПИРИШАНЧИН,4,18
913,Мирослав,КЕРАНДЖИЕВ,5,16
366,Теодор,СТОИЧКОВ,6,15
735,Радослав,ЗЛАТАНОВ,7,14
265,Йордан,ЧИФУТСКИ,8,13
32,Йоан,ПАЧАРОЗОВ,9,12
