RaceNumber,FirstName,LastName,Position,Points
173,Марин,МОЧЕВ,1,25
345,Дани,МИЛЕВ,2,22
752,МАРК,СТАМОВ,3,20
920,Деян,МИТЕВ,4,18
103,Борис,ЛЮБЕНОВ,5,16
824,Максим,ГЕОРГИЕВ,6,15
761,Павел,НИКОЛОВ,7,14
787,Виктор,ГЕНЧЕВ,8,13
424,Елица,ТАТАРОВА,9,12
