RaceNumber,FirstName,LastName,Position,Points
74,Асан,ИМАМОВ,1,25
339,Ясен,ПОПОВ,2,22
70,Стоян,ПАЧАРОЗОВ,3,20
727,Ивайло,ПЕТРОВ,4,18
574,Михаил,Кръшняк,5,16
50,Панчо,КУЗМАНОВ,6,15
