RaceNumber,FirstName,LastName,Position,Points
10,Никол,ИЛИЕВА,1,25
407,Преслава,ГЕОРГИЕВА,2,22
788,Мария,РАЕВА,3,20
750,Рая,МОНЕВА,4,18
706,Владислава,СЛАВОВА,6,15
