RaceNumber,FirstName,LastName,Position,Points
173,Марин,МОЧЕВ,1,25
752,МАРК,СТАМОВ,2,22
344,Иван,ВЪРБАНОВ,3,20
824,Максим,ГЕОРГИЕВ,4,18
103,Борис,ЛЮБЕНОВ,5,16
920,Деян,МИТЕВ,6,15
