RaceNumber,FirstName,LastName,Position,Points
70,Стоян,ПАЧАРОЗОВ,1,25
339,Ясен,ПОПОВ,2,22
855,Руси,ТЕНЕВ,3,20
574,Михаил,Кръшняк,4,18
50,Панчо,КУЗМАНОВ,5,16
302,Благой,ТОДОРОВ,6,15
303,Емил,БРАТОЕВ,7,14
569,Пламен,АТАНАСОВ,8,13
115,Ивайло,ЙОРДАНОВ,9,12
135,Пламен,ТЕНЕВ,10,11
