RaceNumber,FirstName,LastName,Position,Points
339,Ясен,ПОПОВ,1,25
70,Стоян,ПАЧАРОЗОВ,2,22
569,Пламен,АТАНАСОВ,3,20
89,Добрин,ДОБРЕВ,4,18
571,Ангел,ТРАКОВ,0,
