RaceNumber,FirstName,LastName,Position,Points
15,Мартин,МАРИНОВ,1,25
272,Кристиан,ПЕТРОВ,2,22
131,Борис,ЧАКЪРОВ,3,20
112,Станислав,КИРИЛОВ,4,18
13,Любомир,СИНЕВ,5,16
393,Симеон,НЕНКОВ,6,15
845,Валентин,ПЕТКОВ,7,14
134,Красимир,БОШНАКОВ,8,13
99,Светослав,МАРИНОВ,9,12
